# Bun functions whose exception behavior differs from what their signature implies:
# a function that takes a JSGlobalObject* or ThrowScope& but cannot throw, one with no scope
# of its own that passes the caller's state through, or the reverse. Calls across translation
# units are classified from these rows; the README explains the convention and the columns.
# Generated by scripts/jsc-exception-lint/run.ts --update-summaries. Do not edit.
# mangled name, qualified name/arity, kind, exit states, verifies at entry
Bun__HTTPServerAgent__notifyServerStarted	Bun__HTTPServerAgent__notifyServerStarted/6	nothrow	1	0
Bun__HTTPServerAgent__notifyServerStopped	Bun__HTTPServerAgent__notifyServerStopped/3	nothrow	1	0
Bun__HkdfJobCtx__deinit	Bun::Bun__HkdfJobCtx__deinit/1	nothrow	1	0
Bun__HkdfJobCtx__runFromJS	Bun::Bun__HkdfJobCtx__runFromJS/3	transparent	2	1
Bun__HkdfJobCtx__runTask	Bun::Bun__HkdfJobCtx__runTask/2	nothrow	1	0
Bun__InspectorConnection__disconnectAllOnExit	Bun::Bun__InspectorConnection__disconnectAllOnExit/1	nothrow	1	0
Bun__JSArray__collectBufferSpans	Bun__JSArray__collectBufferSpans/5	maythrow	1	1
Bun__JSArray__contiguousVectorIsStillValid	Bun__JSArray__contiguousVectorIsStillValid/3	nothrow	1	0
Bun__JSArray__getContiguousVector	Bun__JSArray__getContiguousVector/2	nothrow	1	0
Bun__JSArray__nextPresentIndex	Bun__JSArray__nextPresentIndex/2	nothrow	1	0
Bun__JSBigIntStatFSObjectConstructor	Bun::Bun__JSBigIntStatFSObjectConstructor/1	nothrow	1	0
Bun__JSBigIntStatsObjectConstructor	Bun::Bun__JSBigIntStatsObjectConstructor/1	nothrow	1	0
Bun__JSBoundFunction__boundThis	Bun__JSBoundFunction__boundThis/1	nothrow	1	0
Bun__JSCFFICallbackClose	Bun__JSCFFICallbackClose/1	nothrow	1	0
Bun__JSC__operationMathPow	Bun__JSC__operationMathPow/2	nothrow	1	0
Bun__JSC_onBeforeWait	Bun__JSC_onBeforeWait/2	nothrow	1	0
Bun__JSDirentObjectConstructor	Bun::Bun__JSDirentObjectConstructor/1	nothrow	1	0
Bun__JSONRows__toJS	Bun::Bun__JSONRows__toJS/5	transparent	3	1
Bun__JSObject__getCodePropertyVMInquiry	Bun__JSObject__getCodePropertyVMInquiry/2	transparent	1	0
Bun__JSPropertyIterator__create	Bun::Bun__JSPropertyIterator__create/5	maythrow	1	1
Bun__JSPropertyIterator__deinit	Bun::Bun__JSPropertyIterator__deinit/1	nothrow	1	0
Bun__JSPropertyIterator__getLongestPropertyName	Bun::Bun__JSPropertyIterator__getLongestPropertyName/3	nothrow	1	0
Bun__JSPropertyIterator__getName	Bun::Bun__JSPropertyIterator__getName/3	nothrow	1	0
Bun__JSPropertyIterator__getNameAndValue	Bun::Bun__JSPropertyIterator__getNameAndValue/5	maythrow	1	1
Bun__JSPropertyIterator__getNameAndValueNonObservable	Bun::Bun__JSPropertyIterator__getNameAndValueNonObservable/5	maythrow	1	1
Bun__JSRequest__createForBake	Bun::Bun__JSRequest__createForBake/2	maythrow	1	1
Bun__JSStatFSObjectConstructor	Bun::Bun__JSStatFSObjectConstructor/1	nothrow	1	0
Bun__JSStatsObjectConstructor	Bun::Bun__JSStatsObjectConstructor/1	nothrow	1	0
Bun__JSTimeout__call	Bun::Bun__JSTimeout__call/4	transparent	257	1
Bun__JSValue__bind	Bun__JSValue__bind/7	maythrow	1	1
Bun__JSValue__call	Bun__JSValue__call/5	maythrow	1	1
Bun__JSValue__deserialize	Bun__JSValue__deserialize/3	transparent	2	1
Bun__JSValue__getArrayBufferViewBuffer	Bun__JSValue__getArrayBufferViewBuffer/2	nothrow	1	0
Bun__JSValue__getArrayBufferViewByteOffset	Bun__JSValue__getArrayBufferViewByteOffset/1	nothrow	1	0
Bun__JSValue__getProxyTarget	Bun__JSValue__getProxyTarget/1	nothrow	1	0
Bun__JSValue__isAsyncContextFrame	Bun__JSValue__isAsyncContextFrame/1	nothrow	1	0
Bun__JSValue__materializeArrayBufferViewBuffer	Bun__JSValue__materializeArrayBufferViewBuffer/1	nothrow	1	0
Bun__JSValue__protect	Bun__JSValue__protect/1	nothrow	1	0
Bun__JSValue__setPrototypeDirect	Bun__JSValue__setPrototypeDirect/3	maythrow	1	1
Bun__JSValue__temporalType	Bun__JSValue__temporalType/1	nothrow	1	0
Bun__JSValue__toNumber	Bun__JSValue__toNumber/2	maythrow	1	1
Bun__JSValue__unprotect	Bun__JSValue__unprotect/1	nothrow	1	0
Bun__JSWrappingFunction__create	Zig::Bun__JSWrappingFunction__create/4	nothrow	1	0
Bun__JSWrappingFunction__getWrappedFunction	Zig::Bun__JSWrappingFunction__getWrappedFunction/2	nothrow	1	0
Bun__Jest__testModuleObject	Zig::Bun__Jest__testModuleObject/1	maythrow	1	1
Bun__LifecycleAgentReportError	Inspector::Bun__LifecycleAgentReportError/2	nothrow	1	0
Bun__NativePromiseContext__create	Bun__NativePromiseContext__create/4	nothrow	1	0
Bun__NativePromiseContext__take	Bun__NativePromiseContext__take/1	nothrow	1	0
Bun__NidKeyPairJobCtx__deinit	Bun__NidKeyPairJobCtx__deinit/1	nothrow	1	0
Bun__NidKeyPairJobCtx__runFromJS	Bun__NidKeyPairJobCtx__runFromJS/3	transparent	2	1
Bun__NidKeyPairJobCtx__runTask	Bun__NidKeyPairJobCtx__runTask/2	nothrow	1	0
Bun__NodeCrypto__createCryptoError	Bun::Bun__NodeCrypto__createCryptoError/3	maythrow	1	1
Bun__NodeHTTP__buildRawHeadersArray	Bun::Bun__NodeHTTP__buildRawHeadersArray/3	maythrow	1	1
Bun__NodeHTTP__onReadsPaused	Bun::Bun__NodeHTTP__onReadsPaused/2	nothrow	1	0
Bun__NodeHTTP__onReadsResumable	Bun__NodeHTTP__onReadsResumable/2	nothrow	1	0
Bun__NodeHTTP__parseRequestTrailers	Bun::Bun__NodeHTTP__parseRequestTrailers/4	maythrow	1	1
Bun__NodeHTTP__takeRequestTrailerBytes	Bun::Bun__NodeHTTP__takeRequestTrailerBytes/3	nothrow	1	0
Bun__Os__getFreeMemory	Bun__Os__getFreeMemory/0	nothrow	1	0
Bun__Process__emitWarning	Bun::Bun__Process__emitWarning/5	transparent	2	1
Bun__Process__getArgv	Bun::Bun__Process__getArgv/1	transparent	257	1
Bun__Process__getExecArgv	Bun::Bun__Process__getExecArgv/1	transparent	257	1
Bun__Process__queueNextTick1	Bun::Bun__Process__queueNextTick1/3	transparent	3	1
Bun__Process__queueNextTick2	Bun::Bun__Process__queueNextTick2/4	transparent	3	1
Bun__ProxyObject__getInternalField	Bun__ProxyObject__getInternalField/2	nothrow	1	0
Bun__REPL__evaluate	Bun__REPL__evaluate/6	transparent	1	0
Bun__REPL__formatValue	Bun__REPL__formatValue/4	maythrow	1	1
Bun__REPL__getCompletions	Bun__REPL__getCompletions/4	transparent	1	0
Bun__REPL__getProperty	Bun__REPL__getProperty/4	transparent	1	0
Bun__REPL__setupGlobalRequire	Bun__REPL__setupGlobalRequire/3	maythrow	1	1
Bun__RsaKeyPairJobCtx__deinit	Bun__RsaKeyPairJobCtx__deinit/1	nothrow	1	0
Bun__RsaKeyPairJobCtx__runFromJS	Bun__RsaKeyPairJobCtx__runFromJS/3	transparent	2	1
Bun__RsaKeyPairJobCtx__runTask	Bun__RsaKeyPairJobCtx__runTask/2	nothrow	1	0
Bun__SecretKeyJobCtx__deinit	Bun::Bun__SecretKeyJobCtx__deinit/1	nothrow	1	0
Bun__SecretKeyJobCtx__runFromJS	Bun::Bun__SecretKeyJobCtx__runFromJS/3	transparent	2	1
Bun__SecretKeyJobCtx__runTask	Bun::Bun__SecretKeyJobCtx__runTask/2	nothrow	1	0
Bun__SecretsJobOptions__deinit	Bun::Bun__SecretsJobOptions__deinit/1	nothrow	1	0
Bun__SecretsJobOptions__runFromJS	Bun::Bun__SecretsJobOptions__runFromJS/3	maythrow	1	1
Bun__SecretsJobOptions__runTask	Bun::Bun__SecretsJobOptions__runTask/1	nothrow	1	0
Bun__SecureContextCache__get	Bun__SecureContextCache__get/2	nothrow	1	0
Bun__SecureContextCache__set	Bun__SecureContextCache__set/3	nothrow	1	0
Bun__SerializedScriptSlice__free	Bun__SerializedScriptSlice__free/1	nothrow	1	0
Bun__ServerRouteList__callRoute	Bun::Bun__ServerRouteList__callRoute/7	transparent	2	1
Bun__ServerRouteList__callRouteH3	Bun::Bun__ServerRouteList__callRouteH3/7	transparent	2	1
Bun__ServerRouteList__create	Bun::Bun__ServerRouteList__create/4	nothrow	1	0
